hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
City Hotel,283,11,28,0,1,3,1,1,Standard,1,5,4873.44,0.742
Resort Hotel,53,5,20,3,2,1,2,1,Deluxe,3,9,6280.98,0.617
Resort Hotel,66,12,20,1,0,3,2,0,Standard,0,9,5479.88,1.0
Resort Hotel,101,8,41,5,1,2,1,1,Family,1,4,9006.35,0.764
Resort Hotel,119,7,4,1,2,2,1,0,Suite,0,7,8999.57,0.657
Resort Hotel,190,4,20,3,1,2,2,1,Standard,2,3,4080.03,0.594
Resort Hotel,303,4,5,5,0,1,2,1,Deluxe,2,9,5825.13,0.461
Resort Hotel,46,6,22,7,2,3,1,0,Deluxe,2,9,6648.82,0.469
City Hotel,221,6,24,5,3,2,0,1,Deluxe,0,2,6508.01,0.725
Resort Hotel,20,9,44,0,3,2,0,1,Suite,4,5,9755.99,0.798
City Hotel,157,12,17,0,0,1,0,0,Standard,4,9,5708.98,0.841
City Hotel,347,5,5,0,2,1,0,0,Standard,2,8,2994.35,0.774
Resort Hotel,158,8,26,4,0,2,1,1,Deluxe,3,7,6483.23,0.722
City Hotel,234,5,36,7,0,3,0,0,Standard,1,9,4415.47,0.707
City Hotel,149,2,8,2,1,3,2,1,Deluxe,2,7,6007.08,0.543
City Hotel,256,6,9,6,3,3,0,0,Standard,1,2,4452.55,0.4
City Hotel,164,9,17,0,0,2,1,1,Suite,1,0,9154.36,0.842
Resort Hotel,76,3,8,2,1,1,0,0,Suite,2,2,8170.66,0.478
Resort Hotel,84,1,5,2,0,3,0,1,Family,4,2,7312.0,0.551
Resort Hotel,45,1,10,1,0,2,1,0,Family,3,5,5899.19,0.455
Resort Hotel,46,3,50,3,0,2,0,0,Family,2,2,7038.73,0.602
Resort Hotel,212,10,14,4,3,1,1,1,Standard,1,1,5836.64,0.917
Resort Hotel,58,5,27,2,2,3,0,1,Suite,0,8,9704.39,0.685
Resort Hotel,53,3,27,6,3,2,1,1,Suite,0,5,9295.67,0.656
Resort Hotel,341,9,5,4,1,3,0,0,Suite,1,4,9364.1,0.707
Resort Hotel,11,8,15,1,2,3,2,1,Deluxe,2,2,7037.94,0.671
Resort Hotel,191,3,28,0,1,3,2,1,Standard,4,6,4083.32,0.545
City Hotel,5,9,5,5,0,2,1,0,Standard,2,6,4601.73,0.801
Resort Hotel,308,6,22,2,2,3,1,0,Family,3,3,7251.28,0.653
City Hotel,143,7,12,3,1,1,1,1,Deluxe,0,9,5538.59,0.744
City Hotel,345,4,42,5,0,2,2,1,Deluxe,1,1,5287.63,0.582
City Hotel,260,4,8,1,1,2,1,0,Suite,4,1,8967.02,0.702
City Hotel,72,12,1,4,1,3,0,0,Family,2,7,8272.83,0.87
Resort Hotel,173,2,35,6,3,3,1,1,Standard,3,3,5235.9,0.561
City Hotel,231,5,16,7,0,3,1,0,Deluxe,2,6,6290.6,0.693
Resort Hotel,269,8,30,0,3,2,0,0,Suite,3,2,8078.48,0.803
Resort Hotel,361,7,43,4,2,1,0,1,Standard,2,8,3443.09,0.86
City Hotel,221,7,41,3,0,1,2,1,Suite,4,9,9027.25,0.605
Resort Hotel,51,6,10,2,3,2,0,1,Standard,4,8,3651.86,0.738
City Hotel,115,3,34,3,3,1,0,0,Suite,1,6,8145.85,0.644
City Hotel,25,5,52,4,2,3,1,1,Standard,4,6,4131.49,0.718
Resort Hotel,52,1,11,4,1,2,2,0,Family,3,0,7763.75,0.478
Resort Hotel,364,7,20,5,1,1,0,0,Standard,1,9,3161.38,0.685
City Hotel,28,9,43,3,1,2,2,0,Standard,4,7,4339.99,0.678
Resort Hotel,18,1,7,3,2,1,0,0,Standard,0,1,4146.1,0.56
Resort Hotel,302,2,21,3,3,2,2,1,Suite,3,7,8243.48,0.464
Resort Hotel,278,3,11,0,0,1,0,0,Deluxe,1,1,4197.5,0.711
City Hotel,116,3,37,6,2,2,1,1,Standard,3,0,4453.65,0.589
City Hotel,105,8,23,4,1,2,2,0,Standard,1,7,4876.13,0.873
Resort Hotel,308,7,44,1,1,2,2,0,Family,3,3,7122.65,0.609
Resort Hotel,226,6,31,0,0,2,0,1,Standard,0,9,3142.66,0.67
Resort Hotel,351,10,18,0,2,2,2,1,Family,4,5,8257.23,0.76
Resort Hotel,185,10,24,0,1,3,0,1,Standard,2,9,3947.93,0.817
Resort Hotel,260,11,22,5,2,2,2,1,Suite,2,9,9911.96,0.851
City Hotel,15,4,37,7,3,2,2,1,Deluxe,2,0,7503.93,0.467
Resort Hotel,272,9,47,6,2,2,1,1,Deluxe,1,8,6357.25,0.844
City Hotel,159,1,44,6,3,1,1,0,Deluxe,4,6,6048.24,0.614
Resort Hotel,357,11,1,1,0,2,2,1,Suite,1,4,8631.11,0.625
City Hotel,249,2,50,7,3,3,1,0,Family,1,5,7794.24,0.694
Resort Hotel,223,4,6,3,3,2,2,0,Deluxe,1,2,6477.03,0.474
City Hotel,255,3,38,5,0,1,0,1,Suite,1,8,7654.7,0.603
Resort Hotel,179,1,29,4,1,1,2,0,Suite,4,1,9150.62,0.495
City Hotel,19,5,43,7,0,2,2,0,Standard,2,9,4785.12,0.607
City Hotel,111,7,11,2,2,2,1,1,Family,3,0,7346.69,0.641
City Hotel,119,2,16,5,0,2,1,1,Suite,1,0,8963.97,0.602
City Hotel,193,5,6,2,2,2,0,0,Family,4,9,8056.59,0.536
City Hotel,110,6,1,4,1,1,0,1,Deluxe,0,1,5056.48,0.744
City Hotel,209,11,48,1,2,2,0,1,Deluxe,3,5,6452.73,0.829
Resort Hotel,0,7,35,6,0,1,2,0,Deluxe,1,5,6213.57,0.659
City Hotel,57,1,24,2,0,1,0,1,Standard,1,8,2525.26,0.613
Resort Hotel,92,7,38,0,1,3,0,1,Standard,3,9,3725.01,0.624
Resort Hotel,220,4,3,5,0,1,1,1,Family,3,3,7265.09,0.596
Resort Hotel,210,8,51,7,1,2,1,0,Family,1,7,8926.74,0.55
Resort Hotel,231,4,40,7,1,2,0,0,Standard,4,3,3907.54,0.544
Resort Hotel,261,6,2,2,0,2,0,1,Suite,0,2,8488.0,0.562
City Hotel,363,9,51,4,3,2,2,1,Family,4,3,7947.04,0.549
City Hotel,102,5,15,6,2,3,2,1,Family,2,0,8382.82,0.609
City Hotel,49,12,22,0,3,3,1,0,Deluxe,2,8,6667.93,0.789
Resort Hotel,109,4,46,7,1,3,0,0,Family,2,4,6976.71,0.63
City Hotel,87,8,46,2,2,3,0,1,Family,1,6,7870.11,0.758
City Hotel,19,9,4,6,3,1,0,1,Suite,0,2,10276.64,0.702
City Hotel,13,4,24,4,0,3,0,0,Family,0,4,6426.64,0.65
City Hotel,132,3,19,1,3,1,0,1,Suite,1,9,8636.66,0.665
City Hotel,295,8,30,4,2,2,2,1,Deluxe,1,3,6474.35,0.81
Resort Hotel,33,5,22,1,2,1,2,0,Standard,1,6,4114.71,0.683
City Hotel,207,2,39,7,2,1,0,1,Deluxe,0,4,5023.34,0.599
Resort Hotel,300,10,48,6,2,3,2,1,Suite,1,1,10239.46,0.652
Resort Hotel,198,9,40,6,3,2,2,0,Suite,3,2,10653.28,0.806
Resort Hotel,79,3,27,0,0,2,0,1,Family,3,7,6921.0,0.476
Resort Hotel,70,12,15,4,0,3,2,0,Family,3,2,9054.79,0.832
Resort Hotel,154,2,52,3,2,1,0,0,Standard,1,6,4641.49,0.616
City Hotel,77,1,37,7,0,3,2,0,Suite,3,4,9039.08,0.568
City Hotel,77,8,1,5,3,1,0,1,Suite,1,6,8526.82,0.437
City Hotel,171,11,12,3,0,3,0,1,Deluxe,3,9,6671.91,0.856
Resort Hotel,288,3,9,7,1,3,2,1,Standard,1,8,3979.8,0.726
City Hotel,32,7,19,3,0,2,2,1,Deluxe,4,6,6209.48,0.517
City Hotel,299,1,18,3,2,2,1,0,Family,2,5,7391.23,0.543
Resort Hotel,275,1,39,5,0,2,0,0,Family,4,0,7038.9,0.506
Resort Hotel,6,12,11,3,0,3,0,0,Deluxe,2,3,6106.97,0.805
Resort Hotel,159,9,11,1,0,2,0,1,Family,2,7,6767.34,0.853
Resort Hotel,239,12,30,4,0,2,0,0,Deluxe,3,0,6492.54,0.824
City Hotel,23,8,20,6,1,3,2,0,Suite,2,5,10640.29,0.602
Resort Hotel,213,12,52,0,3,2,2,1,Suite,2,1,8650.99,0.734
Resort Hotel,69,3,15,3,2,1,1,1,Family,4,8,7801.81,0.498
City Hotel,215,6,25,6,2,2,0,0,Standard,2,7,5503.02,0.463
City Hotel,103,11,49,3,0,1,1,1,Suite,1,8,10037.17,0.72
Resort Hotel,214,3,3,7,3,2,1,1,Family,1,8,7325.46,0.643
City Hotel,53,12,43,0,0,3,1,1,Standard,3,1,5415.03,0.833
Resort Hotel,293,4,26,7,1,3,1,0,Family,4,1,7830.5,0.617
Resort Hotel,329,1,45,0,3,2,1,0,Deluxe,0,8,5582.9,0.496
City Hotel,335,5,28,3,3,1,2,0,Family,4,1,7947.63,0.618
City Hotel,202,1,6,1,3,2,2,0,Deluxe,0,3,4796.51,0.579
Resort Hotel,287,1,46,6,3,3,1,0,Suite,2,1,8869.57,0.61
Resort Hotel,44,10,32,0,0,2,2,0,Suite,0,0,9101.83,0.78
Resort Hotel,316,11,11,4,1,3,2,0,Family,2,9,9137.08,0.666
City Hotel,197,11,13,6,3,1,1,0,Standard,4,6,5029.11,0.732
Resort Hotel,215,7,17,4,2,1,2,1,Family,4,4,7900.29,0.719
Resort Hotel,308,12,46,6,2,3,2,1,Family,3,2,9168.71,0.734
Resort Hotel,331,6,46,1,1,1,0,0,Suite,3,7,7662.42,0.588
Resort Hotel,183,2,36,7,2,3,1,1,Suite,2,4,8987.23,0.62
Resort Hotel,26,11,30,5,0,3,0,1,Family,2,0,9027.44,0.854
City Hotel,165,12,4,7,0,3,0,0,Suite,1,8,9929.43,0.704
Resort Hotel,317,2,14,2,1,2,1,0,Deluxe,1,4,4975.68,0.415
Resort Hotel,273,11,46,1,3,1,0,0,Family,1,2,7431.99,0.654
Resort Hotel,364,7,28,3,2,2,0,1,Suite,4,5,7906.71,0.742
Resort Hotel,102,1,7,2,2,2,2,1,Family,0,7,7228.95,0.441
City Hotel,332,2,16,3,1,1,0,0,Suite,2,1,8044.72,0.496
City Hotel,103,12,14,4,1,2,1,0,Deluxe,3,2,7486.42,0.677
City Hotel,244,8,37,0,2,3,2,1,Deluxe,2,6,6673.03,0.701
Resort Hotel,304,6,39,6,3,2,2,0,Family,0,1,8596.94,0.626
Resort Hotel,168,2,49,3,1,3,2,0,Deluxe,2,4,5756.08,0.594
City Hotel,115,7,27,4,0,1,1,1,Deluxe,3,8,5645.87,0.709
City Hotel,140,4,30,1,2,2,1,1,Suite,3,6,8389.54,0.405
City Hotel,355,2,15,3,1,1,1,0,Family,0,2,6429.46,0.585
Resort Hotel,124,12,39,7,1,3,0,1,Suite,3,1,9923.01,0.791
Resort Hotel,24,6,42,4,1,2,0,1,Suite,4,9,9348.47,0.773
City Hotel,193,11,18,0,2,3,2,0,Standard,3,8,4757.98,0.693
City Hotel,99,9,11,6,0,3,2,0,Deluxe,0,8,6127.14,0.78
City Hotel,4,11,22,3,0,3,1,0,Suite,0,8,10571.31,0.784
Resort Hotel,18,9,46,5,2,1,1,0,Suite,2,9,9969.16,0.639
Resort Hotel,169,8,4,4,1,1,0,0,Suite,3,2,7999.37,0.807
Resort Hotel,273,3,3,3,2,1,0,0,Deluxe,3,0,4580.03,0.615
City Hotel,253,3,24,0,2,2,1,0,Deluxe,0,8,4995.87,0.541
City Hotel,120,2,14,6,1,3,1,1,Deluxe,2,6,5858.46,0.463
Resort Hotel,31,5,52,3,2,1,0,0,Family,2,1,8540.38,0.74
City Hotel,148,12,3,3,3,3,2,1,Suite,4,5,9924.39,0.886
Resort Hotel,265,4,31,6,0,1,2,0,Deluxe,4,8,5059.46,0.601
City Hotel,36,7,35,5,3,3,0,0,Suite,0,7,10313.74,0.673
City Hotel,176,4,31,4,3,1,0,0,Family,2,5,7156.37,0.488
City Hotel,341,9,52,2,3,1,2,0,Standard,2,5,4954.67,0.862
City Hotel,12,12,12,7,2,1,0,0,Family,4,7,8843.06,0.688
Resort Hotel,182,12,10,6,1,1,2,0,Deluxe,4,8,7645.29,0.89
City Hotel,144,2,20,3,2,3,2,1,Deluxe,0,7,5673.24,0.752
Resort Hotel,264,11,18,2,0,1,0,0,Family,2,0,7559.53,0.698
Resort Hotel,87,6,44,1,2,1,1,0,Suite,0,1,8207.42,0.6
Resort Hotel,45,7,36,3,2,1,1,0,Deluxe,4,5,7023.98,0.596
City Hotel,118,4,51,2,2,3,1,1,Deluxe,3,7,5487.11,0.724
Resort Hotel,18,6,19,1,2,1,1,1,Family,4,3,7025.45,0.663
Resort Hotel,219,7,17,5,3,3,1,0,Suite,2,3,10322.06,0.527
Resort Hotel,232,4,40,4,1,2,1,0,Family,0,1,7665.43,0.492
City Hotel,93,8,11,3,0,3,1,0,Family,2,9,9006.22,0.766
City Hotel,250,9,5,4,0,2,0,0,Suite,4,0,8593.39,0.652
Resort Hotel,249,1,37,1,0,1,0,0,Suite,4,9,7554.58,0.348
City Hotel,281,7,45,4,2,1,1,1,Standard,1,8,4788.05,0.731
Resort Hotel,231,9,36,4,0,3,0,0,Family,4,6,7416.71,0.762
Resort Hotel,45,12,45,6,3,1,2,1,Suite,2,8,10673.3,0.724
City Hotel,45,10,48,0,1,1,1,1,Deluxe,0,1,5983.42,0.715
Resort Hotel,13,5,44,1,2,3,2,0,Standard,0,9,4427.39,0.592
City Hotel,84,12,14,4,2,1,0,1,Family,1,4,8121.45,0.781
City Hotel,318,2,28,7,3,2,1,0,Suite,2,1,8777.12,0.687
Resort Hotel,327,10,9,2,0,2,2,1,Standard,4,9,4327.22,0.824
City Hotel,2,6,38,1,2,1,0,0,Standard,3,6,3533.28,0.708
City Hotel,27,12,29,0,2,1,1,0,Deluxe,0,8,7355.97,0.791
Resort Hotel,156,12,25,3,3,2,1,0,Standard,2,2,5313.72,0.724
Resort Hotel,342,7,8,5,3,1,2,0,Family,1,0,7082.4,0.819
City Hotel,332,2,48,4,0,2,2,1,Suite,3,3,7793.46,0.548
City Hotel,331,2,19,2,1,3,2,1,Standard,2,3,2797.86,0.454
Resort Hotel,174,10,2,0,1,2,0,1,Standard,4,5,3938.85,1.0
City Hotel,113,12,6,1,0,1,2,0,Family,0,4,8550.02,0.823
City Hotel,330,10,30,5,1,1,2,0,Deluxe,4,4,6649.6,0.636
City Hotel,249,1,2,5,3,2,2,1,Deluxe,1,8,5974.57,0.613
City Hotel,58,4,51,7,3,2,1,0,Suite,0,0,9072.13,0.696
City Hotel,202,7,19,4,3,1,2,0,Family,3,7,7867.95,0.635
City Hotel,314,9,13,0,1,1,2,1,Deluxe,0,7,5941.88,0.636
City Hotel,238,3,49,0,1,1,0,0,Suite,4,7,8005.37,0.549
Resort Hotel,233,12,8,2,2,3,0,1,Suite,2,2,9563.9,0.868
Resort Hotel,302,11,9,3,2,3,2,0,Deluxe,2,9,7167.04,0.855
Resort Hotel,94,7,23,3,2,2,0,0,Family,2,7,7581.9,0.614
Resort Hotel,140,7,37,6,1,2,0,1,Standard,1,1,3395.44,0.816
Resort Hotel,333,7,8,3,2,3,0,1,Deluxe,1,7,6237.08,0.523
City Hotel,112,2,9,6,3,3,1,1,Standard,2,7,4657.73,0.49
City Hotel,108,6,16,5,1,2,2,1,Standard,3,2,4635.33,0.638
City Hotel,361,2,16,5,0,3,2,1,Family,4,3,7265.45,0.519
City Hotel,344,6,12,7,1,2,2,0,Family,3,8,8490.26,0.599
Resort Hotel,288,10,25,1,2,1,0,1,Suite,2,8,8719.78,0.877
City Hotel,96,3,11,5,1,2,0,0,Family,4,9,5911.63,0.561
City Hotel,334,2,18,5,2,3,0,0,Suite,1,8,7216.83,0.588
Resort Hotel,15,12,13,0,2,3,1,1,Deluxe,0,9,7739.37,0.833
City Hotel,43,6,35,1,0,3,0,1,Standard,0,5,4410.65,0.686
City Hotel,229,2,18,0,0,2,1,0,Family,4,0,7109.97,0.533
Resort Hotel,107,5,43,2,3,3,2,1,Deluxe,3,7,7079.21,0.445
City Hotel,216,2,30,6,2,2,0,1,Suite,4,8,9082.23,0.64
City Hotel,259,3,43,6,1,1,1,0,Family,3,7,6427.36,0.567
City Hotel,311,3,37,2,0,1,1,0,Standard,3,0,2927.11,0.528
City Hotel,319,6,30,6,0,3,0,1,Deluxe,0,5,5319.45,0.603
City Hotel,195,6,3,1,2,2,1,0,Family,1,8,7591.66,0.68
Resort Hotel,94,10,29,1,1,2,0,0,Family,2,8,7334.61,0.7
Resort Hotel,55,3,25,5,0,3,1,0,Deluxe,1,6,5961.48,0.553
Resort Hotel,31,3,2,6,0,2,2,0,Suite,2,6,8226.75,0.644
Resort Hotel,230,12,47,2,1,3,2,0,Suite,0,3,9766.44,0.82
Resort Hotel,8,1,5,4,0,3,2,0,Family,2,6,8363.21,0.437
Resort Hotel,190,7,31,3,1,1,0,0,Suite,3,9,8228.92,0.73
City Hotel,360,8,5,5,2,3,2,0,Suite,4,4,9133.68,0.67
Resort Hotel,199,2,21,3,0,2,2,0,Deluxe,2,9,5364.94,0.634
Resort Hotel,333,4,48,2,2,3,2,0,Suite,1,4,8725.03,0.562
City Hotel,160,10,49,6,1,1,0,1,Suite,0,0,9536.92,0.765
City Hotel,86,7,26,6,2,1,1,1,Deluxe,0,1,5980.48,0.735
Resort Hotel,20,8,7,3,2,2,0,1,Family,4,8,7859.31,0.613
City Hotel,310,1,30,4,2,3,0,0,Family,3,1,6864.16,0.597
Resort Hotel,75,4,34,6,3,2,2,0,Deluxe,3,9,6941.78,0.77
City Hotel,140,6,28,4,1,2,1,0,Standard,0,1,3954.85,0.697
Resort Hotel,125,3,14,0,1,3,2,0,Deluxe,3,8,5501.45,0.595
City Hotel,250,5,18,1,1,1,2,0,Standard,4,2,2682.31,0.714
City Hotel,83,10,44,3,1,2,0,1,Suite,0,1,9215.87,0.833
Resort Hotel,47,9,17,6,1,2,0,0,Family,3,6,8556.79,0.739
Resort Hotel,77,11,25,4,0,1,0,1,Standard,2,8,5131.2,0.681
Resort Hotel,29,3,6,7,0,3,2,1,Standard,2,5,4298.91,0.51
Resort Hotel,284,5,5,7,0,3,1,1,Suite,3,6,9067.85,0.589
Resort Hotel,135,8,21,6,2,3,1,0,Family,2,2,8765.81,0.573
City Hotel,139,6,39,1,2,1,2,1,Suite,4,2,7925.98,0.789
Resort Hotel,40,4,50,1,1,2,1,0,Family,1,7,6791.47,0.507
Resort Hotel,281,8,20,0,3,1,2,0,Family,4,6,7889.22,0.695
City Hotel,49,11,11,1,1,2,1,1,Suite,4,4,9682.26,0.685
City Hotel,257,3,5,1,0,2,2,1,Standard,3,5,3483.48,0.634
Resort Hotel,310,3,38,5,1,3,1,1,Deluxe,4,8,5065.22,0.674
City Hotel,359,4,39,7,2,3,0,0,Family,3,2,6757.98,0.469
City Hotel,269,9,35,2,1,3,0,0,Family,0,2,8051.38,0.791
Resort Hotel,133,5,35,7,0,1,0,1,Deluxe,3,5,5767.63,0.506
City Hotel,233,8,25,7,1,3,0,0,Deluxe,3,7,5463.72,0.66
City Hotel,127,6,30,6,2,1,2,0,Suite,0,4,9296.58,0.915
Resort Hotel,103,3,2,7,3,3,1,0,Family,1,0,9034.5,0.603
Resort Hotel,253,8,20,0,0,3,2,1,Suite,0,2,9293.87,0.79
City Hotel,94,12,36,0,1,3,0,1,Deluxe,3,7,6164.3,0.831
City Hotel,336,9,37,3,2,1,1,1,Suite,2,3,8961.42,0.709
Resort Hotel,216,8,2,1,0,2,2,0,Family,3,8,7665.11,0.639
City Hotel,60,4,48,3,0,1,0,1,Standard,0,5,4403.18,0.748
City Hotel,267,11,44,5,2,1,1,0,Standard,3,9,4253.24,0.967
City Hotel,240,6,47,7,1,1,1,0,Family,0,3,8369.76,0.655
Resort Hotel,12,1,27,4,1,2,0,0,Suite,4,3,7729.17,0.646
City Hotel,146,4,32,1,1,1,0,0,Deluxe,1,9,5174.92,0.687
City Hotel,239,8,4,4,0,3,1,1,Deluxe,1,4,6544.55,0.681
Resort Hotel,88,1,27,7,3,2,0,1,Standard,0,6,4550.92,0.531
City Hotel,94,3,30,2,0,1,2,0,Suite,1,6,8746.17,0.531
City Hotel,314,1,3,5,1,1,0,1,Deluxe,2,9,3859.86,0.729
Resort Hotel,292,9,46,1,0,2,0,1,Deluxe,2,6,5566.58,0.806
Resort Hotel,24,2,45,3,3,1,0,1,Family,1,4,7407.61,0.553
Resort Hotel,271,9,27,3,0,2,1,1,Suite,0,8,9551.16,0.677
Resort Hotel,165,4,38,1,2,3,1,1,Suite,2,1,8104.73,0.652
City Hotel,249,2,36,6,1,1,0,1,Deluxe,1,7,4532.44,0.42
City Hotel,86,4,1,3,1,1,1,1,Suite,3,9,7796.24,0.524
Resort Hotel,141,12,35,7,1,3,0,1,Suite,2,7,10217.82,0.78
Resort Hotel,133,11,12,7,0,1,2,1,Suite,4,2,10119.24,0.733
City Hotel,278,11,35,6,0,1,1,1,Family,2,4,8371.26,0.754
Resort Hotel,125,10,18,1,0,2,0,1,Deluxe,1,7,5917.07,0.818
City Hotel,315,6,46,0,1,1,1,0,Standard,1,9,3313.45,0.844
Resort Hotel,140,11,37,3,0,3,2,0,Suite,1,8,9917.35,0.846
City Hotel,355,7,23,6,1,1,2,1,Deluxe,0,6,5823.7,0.66
Resort Hotel,102,3,33,1,0,2,0,1,Standard,0,3,2428.42,0.676
Resort Hotel,225,3,14,1,1,3,1,1,Family,3,3,6621.7,0.58
City Hotel,62,12,44,6,2,3,2,1,Deluxe,3,2,8044.83,0.613
Resort Hotel,293,10,1,3,0,3,1,0,Family,2,7,7891.73,0.87
City Hotel,305,12,27,0,1,3,0,0,Deluxe,1,5,5939.58,0.681
City Hotel,253,8,24,3,2,2,2,1,Family,3,9,8727.15,0.713
City Hotel,179,5,2,1,2,2,2,0,Deluxe,1,5,6329.66,0.545
City Hotel,39,4,12,0,3,2,1,1,Family,2,9,7156.79,0.486
City Hotel,263,7,13,7,0,2,2,0,Standard,0,9,5369.56,0.63
Resort Hotel,188,7,27,4,1,1,0,1,Deluxe,3,8,5576.19,0.421
Resort Hotel,7,9,20,2,3,2,0,0,Standard,4,2,5235.96,0.656
City Hotel,103,9,47,3,0,1,2,0,Suite,4,3,9326.72,0.767
Resort Hotel,224,5,48,5,2,3,0,0,Standard,4,2,3882.09,0.662
City Hotel,33,12,51,1,0,1,2,1,Deluxe,4,2,7134.93,0.613
Resort Hotel,235,8,37,0,1,1,2,0,Standard,4,0,3578.92,0.797
Resort Hotel,227,10,34,6,2,1,2,1,Deluxe,4,9,6667.37,0.987
Resort Hotel,187,1,6,7,3,2,2,0,Family,4,5,7674.57,0.698
Resort Hotel,312,9,8,6,0,2,1,0,Suite,3,8,9033.29,0.672
City Hotel,21,8,21,6,0,3,2,1,Standard,4,4,4678.15,0.634
City Hotel,342,6,39,0,3,2,0,1,Suite,4,9,8469.31,0.56
Resort Hotel,39,3,21,4,0,1,1,1,Standard,2,1,4232.33,0.758
Resort Hotel,172,3,45,3,0,2,0,0,Deluxe,3,9,5188.1,0.523
City Hotel,178,8,6,5,0,2,2,1,Standard,2,3,4363.64,0.629
Resort Hotel,85,5,41,7,2,1,0,1,Suite,1,5,10063.82,0.709
City Hotel,132,10,44,6,2,3,1,1,Standard,4,6,5320.46,0.864
City Hotel,350,11,30,0,1,2,0,0,Suite,0,6,8625.9,0.872
City Hotel,12,7,10,6,0,3,1,1,Suite,4,3,8263.39,0.57
Resort Hotel,27,5,11,4,1,1,2,1,Deluxe,4,9,5475.51,0.674
City Hotel,83,8,1,1,2,2,2,0,Family,2,9,8814.26,0.846
Resort Hotel,317,10,10,6,0,3,0,1,Family,1,4,9812.45,0.75
City Hotel,348,10,25,4,1,3,0,0,Standard,2,3,5146.92,0.779
Resort Hotel,342,4,16,3,0,1,2,1,Suite,3,9,7595.0,0.62
Resort Hotel,279,2,19,7,0,2,2,1,Deluxe,1,5,5780.05,0.523
Resort Hotel,353,3,10,7,3,3,0,1,Family,1,6,7249.56,0.62
City Hotel,262,8,47,6,1,3,2,1,Deluxe,1,1,6496.84,0.789
City Hotel,165,11,14,4,2,3,1,0,Deluxe,2,9,6369.07,0.905
Resort Hotel,292,7,3,0,1,3,1,0,Suite,4,2,8925.74,0.669
Resort Hotel,67,2,4,0,1,3,0,0,Standard,4,7,2831.72,0.557
Resort Hotel,225,6,40,2,1,3,0,0,Suite,4,6,7499.63,0.6
City Hotel,169,9,33,4,3,3,2,0,Family,4,0,8607.32,0.883
City Hotel,85,4,20,1,0,3,2,0,Family,4,3,6350.36,0.557
City Hotel,132,9,15,6,2,3,1,1,Deluxe,3,4,6581.98,0.715
City Hotel,177,2,7,5,3,3,0,1,Suite,0,2,8945.81,0.558
Resort Hotel,342,2,44,5,2,2,0,1,Suite,1,3,8581.89,0.571
Resort Hotel,251,9,3,3,3,1,0,0,Deluxe,0,9,6266.81,0.575
City Hotel,14,12,27,2,0,1,0,1,Standard,3,9,4656.62,0.855
City Hotel,222,7,37,4,2,1,1,0,Deluxe,4,9,5633.94,0.719
Resort Hotel,200,7,29,1,1,3,1,0,Deluxe,3,6,5486.72,0.691
City Hotel,106,1,26,2,3,1,0,1,Family,3,7,7481.2,0.561
City Hotel,249,11,27,0,2,3,1,1,Suite,0,8,8822.63,0.77
City Hotel,88,6,25,3,0,2,0,0,Family,1,1,7586.12,0.506
City Hotel,124,7,40,6,2,1,1,0,Deluxe,2,3,6598.76,0.784
City Hotel,112,11,43,6,3,2,2,0,Suite,2,0,9433.33,0.63
City Hotel,136,6,51,6,0,2,1,1,Deluxe,1,2,4920.32,0.563
Resort Hotel,246,6,30,4,1,3,0,0,Deluxe,4,7,6103.63,0.77
City Hotel,165,2,44,5,3,1,2,0,Standard,3,6,3242.45,0.415
City Hotel,149,6,20,1,3,2,0,1,Family,4,7,7656.77,0.634
Resort Hotel,362,4,7,6,0,1,2,0,Family,3,5,6738.19,0.781
Resort Hotel,342,9,29,6,3,2,2,1,Deluxe,2,4,6799.81,0.732
Resort Hotel,67,12,46,0,2,2,1,0,Standard,1,9,5267.59,0.662
City Hotel,220,1,34,7,1,3,1,1,Deluxe,0,8,6112.48,0.6
Resort Hotel,270,8,26,2,2,1,2,0,Deluxe,0,4,6181.52,0.745
City Hotel,320,5,27,6,0,3,2,1,Deluxe,1,8,6122.26,0.637
City Hotel,309,1,44,3,3,3,2,0,Standard,2,3,4601.75,0.321
City Hotel,348,4,9,2,1,3,0,0,Suite,3,4,7615.44,0.731
Resort Hotel,19,1,22,5,0,3,1,1,Standard,0,0,4038.19,0.702
Resort Hotel,288,6,12,2,2,3,0,1,Deluxe,2,5,6079.22,0.648
Resort Hotel,99,2,6,1,3,2,1,0,Suite,1,2,7072.1,0.484
Resort Hotel,251,5,6,0,3,1,0,0,Deluxe,4,9,5810.46,0.678
Resort Hotel,76,7,27,4,0,1,1,0,Standard,2,1,4214.9,0.73
City Hotel,134,2,19,1,2,3,2,0,Standard,2,5,4146.49,0.613
City Hotel,172,6,52,5,3,1,2,0,Suite,4,0,9009.41,0.651
City Hotel,362,6,6,3,2,2,1,0,Standard,2,8,4096.11,0.705
City Hotel,200,5,49,5,1,3,2,0,Deluxe,0,4,6382.71,0.7
Resort Hotel,216,5,17,5,3,2,2,1,Suite,0,6,8655.89,0.881
Resort Hotel,207,3,29,2,1,2,0,0,Family,0,9,6616.09,0.619
City Hotel,73,10,23,3,3,3,1,1,Deluxe,2,8,7305.43,0.768
Resort Hotel,10,10,17,1,0,2,2,0,Family,2,8,9215.33,0.598
